time,e Jup calc,e Jup Runge-Kutta,e Jup Bulirsch-Stoer,e Sat calc,e Sat Runge-Kutta,e Sat Bulirsch-Stoer
123900,0.060780166,0.060554133,0.027037446,0.016326339,0.016524082,0.0894439
123910,0.060779784,0.060166854,0.027248516,0.016330923,0.019267089,0.087126853
123920,0.060779389,0.059584527,0.027492487,0.016335658,0.02261264,0.090335995
123930,0.060778982,0.059786265,0.027235356,0.016340543,0.019897855,0.087987524
123940,0.060778561,0.060491858,0.02702763,0.016345578,0.017833954,0.085617247
123950,0.060778127,0.06064457,0.027471518,0.016350765,0.017478163,0.087176171
123960,0.06077768,0.060537669,0.027906365,0.016356101,0.016246009,0.086404039
123970,0.06077722,0.060165239,0.027683853,0.016361587,0.019240712,0.085533445
123980,0.060776747,0.059451705,0.027679954,0.016367223,0.022890761,0.086430311
123990,0.060776261,0.059621615,0.02818303,0.016373009,0.020249182,0.086039119
124000,0.060775761,0.060357746,0.028148942,0.016378945,0.018821585,0.087412758
124010,0.060775249,0.060553959,0.027514645,0.01638503,0.018117002,0.089263777
124020,0.060774723,0.060495381,0.027568341,0.016391264,0.016032538,0.087168651
124030,0.060774184,0.060123698,0.027956881,0.016397647,0.018948229,0.089375636
124040,0.060773633,0.059299266,0.027064257,0.016404179,0.02251246,0.091937231
124050,0.060773068,0.059415951,0.026849173,0.01641086,0.020162054,0.088675777
124060,0.06077249,0.060203472,0.027233873,0.016417689,0.019565446,0.089818214
124070,0.060771899,0.060440665,0.027393354,0.016424666,0.018756926,0.09199865
124080,0.060771294,0.060415331,0.026838212,0.016431791,0.016171225,0.08986932
124090,0.060770677,0.060071799,0.026974056,0.016439064,0.018806178,0.088899922
124100,0.060770047,0.059128059,0.027351623,0.016446485,0.021824605,0.091627189
124110,0.060769403,0.059202303,0.027487667,0.016454053,0.019807732,0.089625653
124120,0.060768746,0.060051312,0.027212313,0.016461768,0.020069578,0.088834641
124130,0.060768077,0.060308647,0.027550457,0.01646963,0.019086232,0.088522387
124140,0.060767394,0.060340458,0.028028054,0.016477639,0.016270819,0.087618903
124150,0.060766698,0.060006517,0.027657007,0.016485795,0.018624104,0.087956231
124160,0.060765989,0.058961694,0.027412307,0.016494096,0.02087083,0.087372609
124170,0.060765267,0.059016085,0.027830407,0.016502544,0.01929557,0.085579375
124180,0.060764531,0.059903268,0.027841113,0.016511138,0.020513369,0.088049634
124190,0.060763783,0.060183921,0.026875464,0.016519877,0.019418319,0.088278848
124200,0.060763022,0.060273369,0.026881089,0.016528761,0.016534431,0.085446338
124210,0.060762247,0.059953487,0.027208957,0.01653779,0.018575648,0.088282416
124220,0.060761459,0.058845268,0.026771336,0.016546964,0.019574654,0.08889874
124230,0.060760658,0.058857563,0.026476835,0.016556283,0.01835555,0.085810939
124240,0.060759845,0.059765552,0.026859988,0.016565745,0.020638901,0.087909417
124250,0.060759018,0.060069959,0.027321238,0.016575352,0.019591849,0.089450966
124260,0.060758178,0.060226631,0.027039361,0.016585103,0.016900722,0.088426646
124270,0.060757324,0.059923088,0.027021065,0.016594996,0.018824401,0.089160001
124280,0.060756458,0.058791481,0.02744096,0.016605033,0.018439058,0.090774055
124290,0.060755579,0.058769637,0.027695895,0.016615213,0.017390411,0.090679959
124300,0.060754686,0.059650314,0.027166095,0.016625536,0.020703672,0.09187834
124310,0.060753781,0.059984973,0.027326249,0.016636,0.019633682,0.089955283
124320,0.060752862,0.060206516,0.027762001,0.016646607,0.017197891,0.090072877
124330,0.06075193,0.059908851,0.027264022,0.016657356,0.019114562,0.091670209
124340,0.060750985,0.058827348,0.026774459,0.016668245,0.017411182,0.089608847
124350,0.060750027,0.058746971,0.027127742,0.016679276,0.016383127,0.088046714
124360,0.060749056,0.059570806,0.027195585,0.016690448,0.020639266,0.091090959
124370,0.060748072,0.05994877,0.026422647,0.01670176,0.01966943,0.088971255
124380,0.060747074,0.060196751,0.026396316,0.016713213,0.017735351,0.086173678
124390,0.060746064,0.059943792,0.026782027,0.016724805,0.019713374,0.08905071
124400,0.06074504,0.058930785,0.026839579,0.016736537,0.016811128,0.087609559
124410,0.060744004,0.058765619,0.026555116,0.016748408,0.015569515,0.085358202
124420,0.060742954,0.059543681,0.026855245,0.016760418,0.020373934,0.086823181
124430,0.060741891,0.059933344,0.027452198,0.016772567,0.019509158,0.08686393
124440,0.060740815,0.060209814,0.027273135,0.016784854,0.018249488,0.086770894
124450,0.060739726,0.060026051,0.027069606,0.016797279,0.020351543,0.088006009
124460,0.060738624,0.059080836,0.027382705,0.016809841,0.016751063,0.087812999
124470,0.060737509,0.058859862,0.027595972,0.016822541,0.015400186,0.089392978
124480,0.06073638,0.059545278,0.026775822,0.016835377,0.020224658,0.091869923
124490,0.060735239,0.059917689,0.026709002,0.016848351,0.01944559,0.089021427
124500,0.060734084,0.060246792,0.02716224,0.01686146,0.018896571,0.090793184
124510,0.060732916,0.060133223,0.026640956,0.016874705,0.021023286,0.093043039
124520,0.060731736,0.059263656,0.026174943,0.016888086,0.017075894,0.090295702
124530,0.060730542,0.059004373,0.026447479,0.016901602,0.015692698,0.089867148
124540,0.060729335,0.059568933,0.026717317,0.016915253,0.019922048,0.092973811
124550,0.060728115,0.059900049,0.026374528,0.016929039,0.019268327,0.090219133
124560,0.060726881,0.060287502,0.026370249,0.016942958,0.019604161,0.088567378
124570,0.060725635,0.060244391,0.026724068,0.016957012,0.021903145,0.090533408
124580,0.060724376,0.059435838,0.027068095,0.016971198,0.018040126,0.088970876
124590,0.060723103,0.059174126,0.026661696,0.016985518,0.016729692,0.088156459
124600,0.060721817,0.059588236,0.026921892,0.016999971,0.019791911,0.087759399
124610,0.060720519,0.059867817,0.027435501,0.017014555,0.018979411,0.086726826
124620,0.060719207,0.060338163,0.027298529,0.017029272,0.020144142,0.087555047
124630,0.060717882,0.060330047,0.026705891,0.01704412,0.0226007,0.087701371
124640,0.060716544,0.059604256,0.02697192,0.0170591,0.019122922,0.085676612
124650,0.060715193,0.059341727,0.027123317,0.01707421,0.018086562,0.088371281
124660,0.060713828,0.05955851,0.02622437,0.017089451,0.019983058,0.089539442
124670,0.060712451,0.059833532,0.026058374,0.017104821,0.018840997,0.086354565
124680,0.06071106,0.060367091,0.026451423,0.017120322,0.020738312,0.089062906
124690,0.060709657,0.060384182,0.026277155,0.017135952,0.023335029,0.090450534
124700,0.06070824,0.059760606,0.025956594,0.01715171,0.020306206,0.087812519
124710,0.06070681,0.059457728,0.026219294,0.017167597,0.019587748,0.089042318
124720,0.060705368,0.059505096,0.026736209,0.017183612,0.020237085,0.09138865
124730,0.060703912,0.059775139,0.026625658,0.017199755,0.018541101,0.090237542
124740,0.060702442,0.06033898,0.026428146,0.017216026,0.021057484,0.090333532
124750,0.06070096,0.060412206,0.026772002,0.017232423,0.023953932,0.091138439
124760,0.060699465,0.059865704,0.027160479,0.017248946,0.02157149,0.090959079
124770,0.060697957,0.05951148,0.026628187,0.017265596,0.021251393,0.092080679
124780,0.060696435,0.059421688,0.026646081,0.017282372,0.020817936,0.089813905
124790,0.0606949,0.059686429,0.027087402,0.017299273,0.018401299,0.089190813
124800,0.060693353,0.060282366,0.026834087,0.017316299,0.021180145,0.090905077
124810,0.060691792,0.060404592,0.026092082,0.017333449,0.024230771,0.089416915
124820,0.060690218,0.059914533,0.026325532,0.017350723,0.022551074,0.087002863
124830,0.060688631,0.059490046,0.026503746,0.017368122,0.022605364,0.090266403
124840,0.060687031,0.059296193,0.025870616,0.017385643,0.021386024,0.088669999
124850,0.060685417,0.059574314,0.025666407,0.017403288,0.018490197,0.085851961
124860,0.060683791,0.060191726,0.026098395,0.017421054,0.02120272,0.088418505
124870,0.060682152,0.060369683,0.026370668,0.017438943,0.024323861,0.087908764
124880,0.060680499,0.059909969,0.026110049,0.017456954,0.023461699,0.08595409
124890,0.060678833,0.059402885,0.026271212,0.017475086,0.023794619,0.087419722
124900,0.060677155,0.059134868,0.026871824,0.017493338,0.021923786,0.088133174
124910,0.060675463,0.059410503,0.026779804,0.017511711,0.018685915,0.088438929
124920,0.060673758,0.060073982,0.026443733,0.017530205,0.020906677,0.089842749
124930,0.06067204,0.060307349,0.026605456,0.017548817,0.023965188,0.089256469
124940,0.060670309,0.059861699,0.027002563,0.017567549,0.024055459,0.090816411
124950,0.060668564,0.059278046,0.02614505,0.017586399,0.024656586,0.09346145
124960,0.060666807,0.058937824,0.026025378,0.017605368,0.022451766,0.09032181
124970,0.060665036,0.05923636,0.026438205,0.017624455,0.019219755,0.091246038
124980,0.060663253,0.059937859,0.026242231,0.017643659,0.020640992,0.093262804
124990,0.060661456,0.060210304,0.025560516,0.01766298,0.023324566,0.090998114
125000,0.060659646,0.059803625,0.025770669,0.017682418,0.024288998,0.08965316
125010,0.060657824,0.059114907,0.026056135,0.017701972,0.025069164,0.092958128
125020,0.060655988,0.058735602,0.025876016,0.017721642,0.022685619,0.090117135
125030,0.060654138,0.0590745,0.02574546,0.017741427,0.019706069,0.088148701
125040,0.060652276,0.059771548,0.026113961,0.017761327,0.02031715,0.08967215
125050,0.060650401,0.060118786,0.026576222,0.017781342,0.022407623,0.088396172
125060,0.060648513,0.059735934,0.026194483,0.01780147,0.024287152,0.087492149
125070,0.060646611,0.058933044,0.026300759,0.017821712,0.025344616,0.087615066
125080,0.060644696,0.058555692,0.02682781,0.017842068,0.022945084,0.086611135
125090,0.060642769,0.058917855,0.026760197,0.017862536,0.020321544,0.087887171
125100,0.060640828,0.059607271,0.026069651,0.017883116,0.020066818,0.088665097
125110,0.060638874,0.060029479,0.026220066,0.017903809,0.021165342,0.086665043
125120,0.060636907,0.059662695,0.026467733,0.017924613,0.023803238,0.089147865
125130,0.060634927,0.058793007,0.025621637,0.017945528,0.025202029,0.090978498
125140,0.060632934,0.058424219,0.02537928,0.017966553,0.022973649,0.087624763
125150,0.060630927,0.05880233,0.025807305,0.017987689,0.021017509,0.089995949
125160,0.060628908,0.059457861,0.025807228,0.018008934,0.020143209,0.091727685
125170,0.060626875,0.059930464,0.025405051,0.018030289,0.020074945,0.089489977
125180,0.06062483,0.059607834,0.025591322,0.018051752,0.023199282,0.090000484
125190,0.060622771,0.058711602,0.02604871,0.018073324,0.024842503,0.092760533
125200,0.060620699,0.058357003,0.026095865,0.018095004,0.022804562,0.091210624
125210,0.060618614,0.058736743,0.025838602,0.018116792,0.021686779,0.090903058
125220,0.060616516,0.059350586,0.026175876,0.018138687,0.02022601,0.091176571
125230,0.060614405,0.059844642,0.026598463,0.018160688,0.019038907,0.090638689
125240,0.060612281,0.059560243,0.026081923,0.018182796,0.022446996,0.091432364
125250,0.060610143,0.058695893,0.026013064,0.018205009,0.024382146,0.089520862
125260,0.060607993,0.058343124,0.02648358,0.018227328,0.022788259,0.088460184
125270,0.060605829,0.058723666,0.026335947,0.018249752,0.022674824,0.090402275
125280,0.060603653,0.059302046,0.025469637,0.018272281,0.020619388,0.089373428
125290,0.060601463,0.059780201,0.025647208,0.018294913,0.0183812,0.086717746
125300,0.06059926,0.059561739,0.025876125,0.018317649,0.021661846,0.089909847
125310,0.060597044,0.058739023,0.02528837,0.018340489,0.023573769,0.088940545
125320,0.060594815,0.058379384,0.025058277,0.018363431,0.022626192,0.08590639
125330,0.060592573,0.058770945,0.02547733,0.018386476,0.023617471,0.088387903
125340,0.060590318,0.059270364,0.025809875,0.018409622,0.021194431,0.088527732
125350,0.060588049,0.059763669,0.025553184,0.01843287,0.018371576,0.086870172
125360,0.060585768,0.059618259,0.025678747,0.018456219,0.02128457,0.088300738
125370,0.060583473,0.058811151,0.026265793,0.018479669,0.022807354,0.08953647
125380,0.060581166,0.058486328,0.026216624,0.018503219,0.022555008,0.08976358
125390,0.060578845,0.058841834,0.025826327,0.018526869,0.024610604,0.091213044
125400,0.060576511,0.059250395,0.025981034,0.018550618,0.021864878,0.090382553
125410,0.060574164,0.059786896,0.026414017,0.018574466,0.018740561,0.091586839
125420,0.060571804,0.059678664,0.025591756,0.018598412,0.021148046,0.094056138
125430,0.060569431,0.058930555,0.025456967,0.018622457,0.022047451,0.090944687
125440,0.060567045,0.058643377,0.025835744,0.018646599,0.022553606,0.091253028
125450,0.060564646,0.058899132,0.025718341,0.018670838,0.025689578,0.093382758
125460,0.060562233,0.059250161,0.024980455,0.018695174,0.022797559,0.091219096
125470,0.060559808,0.059832665,0.025177527,0.018719606,0.019651678,0.089376945
125480,0.060557369,0.059747388,0.025447313,0.018744135,0.021517965,0.092686246
125490,0.060554917,0.059077708,0.025283574,0.018768758,0.021432039,0.090015231
125500,0.060552452,0.058813239,0.025105524,0.018793477,0.022449868,0.087929559
125510,0.060549974,0.058929839,0.025503138,0.01881829,0.026522648,0.089377683
125520,0.060547483,0.05924522,0.025981174,0.018843198,0.023601799,0.088261582
125530,0.060544979,0.059877764,0.025678518,0.018868199,0.020741003,0.087280997
125540,0.060542462,0.059807852,0.02572892,0.018893294,0.022306641,0.087815313
125550,0.060539932,0.059241841,0.02620718,0.018918482,0.021223862,0.08697745
125560,0.060537388,0.058968532,0.026177463,0.018943762,0.022542715,0.088353276
125570,0.060534832,0.058912963,0.025518965,0.018969134,0.027304055,0.089625342
125580,0.060532262,0.059223538,0.025613066,0.018994598,0.024439848,0.087666556
125590,0.060529679,0.059872288,0.025889504,0.019020153,0.021992312,0.090063025
125600,0.060527084,0.059853334,0.025060796,0.019045799,0.023256425,0.092368403
125610,0.060524475,0.059408399,0.024828757,0.019071535,0.021229746,0.088964264
125620,0.060521853,0.059080087,0.025227014,0.019097361,0.022612428,0.090880751
125630,0.060519218,0.058870775,0.025277384,0.019123277,0.027718967,0.09273196
125640,0.06051657,0.059161084,0.024841386,0.019149282,0.025113918,0.090591596
125650,0.060513908,0.059822613,0.024980823,0.019175375,0.023354835,0.090587323
125660,0.060511234,0.059884196,0.02536674,0.019201557,0.024447895,0.093515846
125670,0.060508546,0.059511594,0.025496467,0.019227827,0.021750739,0.091696533
125680,0.060505846,0.059165451,0.02524293,0.019254184,0.022936355,0.091032065
125690,0.060503132,0.058799551,0.025564447,0.019280629,0.027765951,0.091328794
125700,0.060500405,0.05903046,0.026004381,0.01930716,0.025438805,0.090565317
125710,0.060497666,0.059749815,0.025550205,0.019333777,0.024447411,0.090964462
125720,0.060494913,0.059870079,0.025463397,0.01936048,0.025440013,0.089388309
125730,0.060492147,0.059559527,0.02591974,0.019387268,0.022484772,0.088070378
125740,0.060489367,0.059216725,0.025818879,0.019414141,0.023483578,0.090054115
125750,0.060486575,0.058665619,0.024962261,0.019441099,0.027656628,0.08947551
125760,0.06048377,0.058859023,0.025067383,0.019468141,0.025700136,0.086791439
125770,0.060480951,0.059639703,0.025317587,0.019495267,0.02552399,0.089930795
125780,0.06047812,0.059803907,0.024742,0.019522476,0.026396758,0.089596782
125790,0.060475275,0.059569689,0.024481731,0.019549769,0.023294993,0.08640757
125800,0.060472418,0.059225421,0.024869533,0.019577143,0.024070831,0.088959257
125810,0.060469547,0.058503458,0.02519616,0.0196046,0.027145551,0.089443425
125820,0.060466663,0.058656599,0.024940374,0.019632139,0.025507871,0.087610372
125830,0.060463766,0.059485156,0.025038372,0.019659759,0.026251063,0.088932354
125840,0.060460856,0.059692544,0.025624689,0.01968746,0.027242958,0.090614651
125850,0.060457933,0.059535251,0.02562283,0.019715241,0.024262674,0.090592571
125860,0.060454997,0.05919775,0.025240044,0.019743103,0.024969789,0.091749971
125870,0.060452047,0.058326788,0.025399162,0.019771044,0.026631042,0.091175107
125880,0.060449085,0.058435662,0.025870875,0.019799065,0.024958878,0.092103041
125890,0.060446109,0.059298203,0.025102914,0.019827165,0.026610221,0.094291651
125900,0.060443121,0.05955278,0.024953415,0.019855343,0.027706678,0.091271907
125910,0.060440119,0.059464463,0.025343525,0.019883599,0.024992991,0.091188614
125920,0.060437104,0.059116651,0.025211564,0.019911934,0.025801816,0.093277648
125930,0.060434076,0.058158904,0.024435258,0.019940345,0.026089183,0.091231755
125940,0.060431035,0.058216106,0.024629719,0.019968834,0.024255491,0.089241793
125950,0.060427981,0.059093514,0.024896255,0.019997399,0.026826019,0.092607793
125960,0.060424914,0.059416667,0.024652157,0.02002604,0.028043816,0.090067235
125970,0.060421834,0.059357867,0.024467066,0.020054758,0.025654386,0.087810319
125980,0.06041874,0.059022913,0.024863216,0.02008355,0.026582715,0.089590101
125990,0.060415634,0.05802128,0.025349318,0.020112418,0.025454338,0.088518964
126000,0.060412514,0.057989529,0.025054477,0.020141361,0.02327107,0.08726328
126010,0.060409382,0.058914222,0.025124627,0.020170377,0.026554798,0.088075263
126020,0.060406236,0.059275438,0.025632299,0.020199468,0.027959981,0.087555933
126030,0.060403077,0.0592351,0.025598838,0.020228632,0.026156542,0.088680891
126040,0.060399906,0.058950801,0.025016634,0.02025787,0.027321868,0.090058509
126050,0.060396721,0.057898045,0.025126174,0.02028718,0.025058086,0.088442825
126060,0.060393522,0.057814282,0.025407808,0.020316562,0.022459666,0.090704168
126070,0.060390311,0.058771018,0.024558359,0.020346017,0.026040578,0.093264841
126080,0.060387087,0.059119053,0.024350599,0.020375543,0.027557693,0.089908702
126090,0.06038385,0.059139085,0.02473378,0.020405141,0.026413334,0.09170997
126100,0.060380599,0.058882919,0.024718164,0.020434809,0.027775441,0.093673537
126110,0.060377336,0.057822823,0.024224301,0.020464548,0.024675703,0.091356963
126120,0.060374059,0.057725795,0.024385767,0.020494358,0.021799578,0.091084584
126130,0.06037077,0.058648753,0.024742543,0.020524237,0.025362495,0.094108636
126140,0.060367467,0.05899848,0.024825393,0.020554185,0.026992167,0.091950539
126150,0.060364151,0.059086896,0.024611238,0.020584203,0.026637266,0.09095046
126160,0.060360822,0.058826138,0.02494858,0.020614289,0.028211431,0.091798368
126170,0.06035748,0.057809842,0.025388735,0.020644443,0.024566546,0.090784091
126180,0.060354125,0.057704964,0.024968436,0.020674666,0.021490642,0.09082892
126190,0.060350757,0.058566365,0.024949064,0.020704956,0.024591556,0.089586832
126200,0.060347376,0.058923566,0.025428387,0.020735314,0.026046494,0.088328431
126210,0.060343981,0.059070076,0.025331621,0.020765738,0.026542756,0.089909645
126220,0.060340574,0.058805052,0.024508717,0.020796229,0.028460887,0.089542089
126230,0.060337154,0.057868883,0.024659882,0.020826786,0.024692386,0.087041493
126240,0.06033372,0.057740133,0.024872236,0.020857409,0.021792017,0.090081541
126250,0.060330273,0.058510687,0.024181629,0.020888098,0.024196241,0.090288671
126260,0.060326814,0.058900717,0.023927969,0.020918851,0.025141312,0.087010241
126270,0.060323341,0.059081569,0.024327023,0.020949669,0.026461112,0.089725995
126280,0.060319855,0.058829104,0.024522908,0.020980552,0.028655863,0.09041114
126290,0.060316356,0.058001877,0.024254567,0.021011499,0.024934062,0.088202818
126300,0.060312844,0.057805649,0.024387732,0.02104251,0.022446625,0.089559896
126310,0.060309319,0.058497155,0.0250157,0.021073584,0.023990194,0.091395553
126320,0.06030578,0.058918363,0.024940826,0.021104721,0.024224522,0.090891622
126330,0.060302229,0.059108071,0.024650248,0.021135921,0.026372489,0.091714556
126340,0.060298665,0.058908461,0.024884653,0.021167183,0.028906198,0.09186761
126350,0.060295087,0.058148653,0.025305684,0.021198507,0.025617773,0.092380875
126360,0.060291497,0.057895153,0.024629692,0.021229893,0.023735711,0.09428149
126370,0.060287893,0.058516381,0.024548166,0.02126134,0.024267983,0.091506201
126380,0.060284276,0.058929676,0.02495178,0.021292848,0.023489448,0.091450484
126390,0.060280647,0.05916541,0.024717771,0.021324417,0.026129886,0.093282662
126400,0.060277004,0.059014513,0.023982483,0.021356046,0.028905795,0.091393803
126410,0.060273348,0.058296352,0.024192541,0.021387736,0.026424996,0.089342356
126420,0.060269679,0.057993601,0.024406428,0.021419484,0.025265002,0.092691515
126430,0.060265997,0.058505431,0.023983346,0.021451293,0.024996323,0.090337809
126440,0.060262301,0.058950955,0.023871977,0.02148316,0.023360886,0.087861348
126450,0.060258593,0.059231283,0.024213708,0.021515086,0.026106434,0.090129793
126460,0.060254872,0.059112343,0.02464708,0.02154707,0.028985233,0.088995882
126470,0.060251137,0.058464663,0.02437186,0.021579112,0.027380447,0.087326271
126480,0.06024739,0.058067386,0.024476325,0.021611212,0.026865247,0.088355208
126490,0.060243629,0.058465333,0.025066229,0.02164337,0.025869554,0.088173811
126500,0.060239856,0.058955861,0.024994556,0.021675584,0.023542193,0.088697656
126510,0.060236069,0.059251362,0.024547506,0.021707855,0.026036633,0.089910586
126520,0.060232269,0.059208001,0.024712911,0.021740183,0.028949021,0.088910022
126530,0.060228456,0.058615224,0.02500179,0.021772567,0.028398147,0.090940235
126540,0.06022463,0.058095119,0.024144849,0.021805006,0.028644355,0.093432883
126550,0.060220791,0.058399814,0.023970449,0.021837501,0.02707817,0.090328893
126560,0.060216939,0.058917412,0.024365631,0.021870051,0.024172542,0.092262523
126570,0.060213074,0.059225565,0.024127671,0.021902656,0.026105315,0.09447826
126580,0.060209196,0.05927496,0.023603403,0.021935316,0.028695506,0.091793711
126590,0.060205305,0.058718147,0.023833944,0.021968029,0.029176899,0.091738305
126600,0.0602014,0.058076098,0.024193589,0.022000797,0.030212747,0.094779834
126610,0.060197483,0.0583059,0.024067121,0.022033618,0.02817401,0.092208826
126620,0.060193552,0.058843492,0.023946203,0.022066493,0.025043696,0.090903574
126630,0.060189609,0.059153655,0.024312606,0.02209942,0.026465952,0.092645324
126640,0.060185652,0.059294106,0.024731036,0.0221324,0.028453255,0.091246251
126650,0.060181682,0.058767535,0.024300662,0.022165433,0.029893445,0.09083333
126660,0.0601777,0.058018138,0.024462754,0.022198518,0.031624153,0.090054247
126670,0.060173704,0.058172995,0.024959345,0.022231654,0.029143567,0.088947181
126680,0.060169695,0.058719364,0.024793687,0.022264842,0.026002625,0.0899722
126690,0.060165673,0.059054962,0.02414259,0.022298081,0.026840488,0.089664675
126700,0.060161638,0.059237307,0.024417374,0.022331371,0.02795361,0.087461879
126710,0.06015759,0.058753441,0.024524356,0.022364711,0.03023752,0.090162023
126720,0.060153529,0.057931771,0.02370238,0.022398102,0.032658851,0.090695619
126730,0.060149454,0.057982754,0.023508437,0.022431543,0.029993795,0.087582645
126740,0.060145367,0.058576355,0.023878894,0.022465034,0.027173822,0.090395044
126750,0.060141267,0.058929654,0.023809714,0.022498574,0.027426805,0.091264668
126760,0.060137153,0.059101863,0.023535226,0.022532163,0.027526407,0.088477596
126770,0.060133027,0.058714773,0.023751683,0.022565801,0.03030105,0.090207802
126780,0.060128887,0.057790861,0.024355129,0.022599487,0.033186094,0.091928817
126790,0.060124734,0.057762796,0.02422508,0.022633222,0.030454057,0.091013782
126800,0.060120569,0.058441279,0.024024564,0.022667004,0.02809576,0.091414282
126810,0.06011639,0.058759978,0.02434316,0.022700835,0.027920431,0.092647791
126820,0.060112198,0.058960234,0.024734705,0.022734713,0.027149625,0.092646184
126830,0.060107993,0.058648378,0.024149504,0.022768637,0.030176574,0.093928099
126840,0.060103775,0.057593923,0.024163074,0.022802609,0.03338298,0.09181515
126850,0.060099544,0.057551344,0.024627881,0.022836628,0.030776986,0.091982864
126860,0.0600953,0.058278043,0.024226611,0.022870692,0.029009786,0.09360677
126870,0.060091043,0.058581336,0.023637612,0.022904803,0.028415324,0.091591465
126880,0.060086773,0.05883213,0.023906591,0.022938959,0.026734949,0.089982344
126890,0.060082489,0.058534534,0.024052961,0.022973161,0.029685289,0.09297518
126900,0.060078193,0.057410114,0.023360792,0.023007408,0.032935787,0.090863206
126910,0.060073884,0.0573595,0.023310877,0.0230417,0.030690403,0.088126131
126920,0.060069561,0.058090137,0.023689156,0.023076037,0.029813213,0.0910781
126930,0.060065226,0.058415523,0.023839279,0.023110418,0.02897554,0.089561896
126940,0.060060877,0.058712359,0.023565929,0.023144843,0.026605415,0.087392416
126950,0.060056516,0.058421768,0.023815495,0.023179312,0.029341836,0.088904527
126960,0.060052141,0.057268245,0.024449898,0.023213824,0.032129948,0.088769508
126970,0.060047753,0.057195396,0.024291133,0.02324838,0.030232183,0.088404927
126980,0.060043352,0.05792333,0.024054487,0.023282979,0.030352721,0.089469212
126990,0.060038939,0.05827854,0.024379917,0.023317621,0.029221059,0.089250266
127000,0.060034512,0.05860397,0.024558354,0.023352305,0.026489255,0.090653358
127010,0.060030072,0.058324999,0.023809679,0.023387031,0.029035226,0.092772773
127020,0.060025619,0.057188361,0.023733039,0.0234218,0.031037771,0.090303774
127030,0.060021153,0.057073338,0.024142727,0.02345661,0.02965878,0.092429383
127040,0.060016674,0.057790266,0.023521438,0.023491462,0.030930873,0.095091956
127050,0.060012181,0.058170351,0.023166319,0.023526355,0.029525541,0.09193974
127060,0.060007676,0.058512934,0.023418348,0.023561288,0.026578667,0.092437366
127070,0.060003158,0.058277296,0.023743859,0.023596263,0.028822953,0.095005816
127080,0.059998627,0.057173883,0.023286863,0.023631278,0.029634062,0.092549757
127090,0.059994082,0.057012197,0.023281481,0.023666334,0.028768094,0.091200606
127100,0.059989525,0.057704862,0.023654171,0.023701429,0.03124905,0.093949103
127110,0.059984954,0.058073374,0.02396638,0.023736564,0.029767387,0.091842299
127120,0.059980371,0.058476582,0.023612939,0.023771738,0.026912167,0.090827571
127130,0.059975774,0.058278691,0.023900112,0.023806952,0.028984784,0.090929234
127140,0.059971165,0.05722083,0.024437541,0.023842205,0.028526142,0.089978356
127150,0.059966542,0.057051455,0.024129736,0.023877496,0.027870448,0.090086727
127160,0.059961906,0.057646178,0.023825103,0.023912826,0.031433283,0.089680645
127170,0.059957258,0.058004529,0.024217315,0.023948194,0.029896804,0.088020568
127180,0.059952596,0.058479986,0.024251609,0.023983601,0.027263644,0.090216858
127190,0.059947921,0.058295802,0.023353996,0.024019045,0.029282401,0.090701927
127200,0.059943233,0.057356762,0.023312494,0.024054526,0.027661223,0.087989275
127210,0.059938532,0.057146367,0.023623151,0.024090045,0.027031596,0.090775817
127220,0.059933818,0.057607121,0.023163359,0.024125601,0.031587645,0.091850325
127230,0.059929091,0.057985944,0.022874442,0.024161193,0.030161058,0.088564271
127240,0.059924351,0.058479433,0.023191963,0.024196823,0.027953989,0.090863348
127250,0.059919598,0.058353564,0.023602405,0.024232488,0.029935716,0.092260451
127260,0.059914832,0.057545235,0.023364002,0.02426819,0.027247377,0.090586449
127270,0.059910053,0.057263509,0.023351821,0.024303927,0.026436072,0.091287743
127280,0.05990526,0.057612053,0.023798142,0.024339701,0.031535119,0.093498789
127290,0.059900455,0.057970821,0.024067265,0.024375509,0.030241177,0.092780407
127300,0.059895637,0.058485755,0.023589248,0.024411353,0.028694137,0.093182126
127310,0.059890805,0.058448259,0.023784203,0.024447232,0.030734413,0.092571612
127320,0.059885961,0.057734255,0.024257749,0.024483145,0.027425485,0.092728868
127330,0.059881104,0.057421367,0.023685055,0.024519093,0.026515942,0.094260294
127340,0.059876233,0.057624103,0.023413481,0.024555076,0.031522186,0.091782606
127350,0.05987135,0.057922896,0.023796644,0.024591092,0.030355977,0.09095193
127360,0.059866453,0.058494135,0.023737334,0.024627142,0.029566063,0.09319718
127370,0.059861544,0.058535352,0.022904582,0.024663226,0.031591655,0.091509285
127380,0.059856621,0.057908042,0.023017596,0.024699344,0.027968743,0.088971002
127390,0.059851685,0.057586793,0.023286998,0.024735494,0.026976576,0.092219438
127400,0.059846737,0.057613425,0.023030774,0.024771677,0.031353636,0.090414365
127410,0.059841775,0.057856526,0.022762362,0.024807893,0.030394588,0.087741659
127420,0.0598368,0.058487533,0.023160449,0.024844142,0.030557531,0.089921297
127430,0.059831812,0.058579974,0.023662902,0.024880423,0.0326893,0.089390633
127440,0.059826812,0.058050322,0.023470488,0.024916736,0.029064254,0.087918531
127450,0.059821798,0.057738361,0.023433381,0.024953081,0.028028435,0.089111951
127460,0.059816771,0.057563478,0.023996994,0.024989458,0.031307795,0.089398507
