time,e Jup calc,e Jup Runge-Kutta,e Jup Bulirsch-Stoer,e Sat calc,e Sat Runge-Kutta,e Sat Bulirsch-Stoer
8290,0.058047406,0.058051638,0.05990861,0.029747012,0.02525741,0.035632506
8300,0.058053912,0.057733592,0.060306263,0.029709755,0.028288745,0.033691547
8310,0.058060406,0.057760403,0.060629251,0.029672513,0.024101655,0.03324707
8320,0.058066887,0.058059087,0.060555286,0.029635285,0.022694385,0.032020397
8330,0.058073355,0.058607566,0.060018109,0.029598072,0.022894104,0.035226752
8340,0.05807981,0.058667691,0.059608316,0.029560873,0.021176035,0.037609685
8350,0.058086253,0.058063406,0.059947219,0.029523689,0.024288178,0.03556634
8360,0.058092683,0.057699854,0.060506549,0.02948652,0.027296262,0.034530307
8370,0.0580991,0.057584461,0.060552781,0.029449366,0.023988472,0.032260037
8380,0.058105504,0.057908554,0.060360541,0.029412227,0.023149427,0.030513667
8390,0.058111896,0.058540299,0.059880761,0.029375104,0.022462224,0.033687559
8400,0.058118275,0.058620401,0.059537783,0.029337996,0.020284214,0.035115239
8410,0.058124641,0.058057541,0.060046752,0.029300904,0.023460822,0.034754962
8420,0.058130994,0.057623188,0.060569253,0.029263827,0.026263408,0.0352851
8430,0.058137335,0.057403382,0.060517608,0.029226766,0.023963422,0.032144851
8440,0.058143663,0.057771762,0.060114936,0.029189722,0.023820778,0.029580408
8450,0.058149978,0.058455601,0.059770819,0.029152693,0.022354159,0.032501618
8460,0.058156281,0.058580869,0.059789168,0.029115681,0.019641397,0.033317666
8470,0.05816257,0.058044545,0.060174316,0.029078685,0.022583215,0.033330739
8480,0.058168847,0.057529944,0.060630408,0.029041705,0.025171175,0.03495777
8490,0.058175112,0.0572588,0.060518009,0.029004742,0.024034545,0.032160709
8500,0.058181363,0.057655835,0.059914543,0.028967797,0.024687059,0.029536199
8510,0.058187602,0.058397664,0.059700809,0.028930868,0.022837162,0.031909689
8520,0.058193827,0.05857383,0.060010693,0.028893956,0.019664299,0.031942515
8530,0.058200041,0.058045435,0.060325901,0.028857061,0.021919756,0.031777487
8540,0.058206241,0.057457852,0.060701721,0.028820184,0.02402887,0.034073771
8550,0.058212429,0.05716087,0.060542718,0.028783324,0.023948235,0.032213124
8560,0.058218604,0.057599713,0.059856259,0.028746482,0.025275812,0.030289817
8570,0.058224766,0.058386793,0.05967992,0.028709657,0.023449269,0.03206717
8580,0.058230915,0.05861649,0.060196018,0.028672851,0.020187662,0.03071406
8590,0.058237052,0.058104329,0.060527512,0.028636063,0.021554142,0.029962873
8600,0.058243175,0.057438265,0.060789548,0.028599292,0.023126014,0.03268236
8610,0.058249286,0.05714556,0.060615954,0.028562541,0.024049612,0.032027199
8620,0.058255385,0.057602251,0.059894491,0.028525807,0.02590046,0.031259117
8630,0.05826147,0.058410246,0.05972433,0.028489093,0.024222742,0.033097523
8640,0.058267543,0.058714755,0.060433574,0.028452397,0.021057543,0.030318812
8650,0.058273603,0.058203973,0.060781284,0.02841572,0.021243896,0.028464854
8660,0.05827965,0.057482208,0.060897632,0.028379062,0.022202459,0.031178975
8670,0.058285685,0.057201964,0.060717287,0.028342424,0.024074862,0.031532896
8680,0.058291706,0.057658492,0.05999091,0.028305805,0.02641121,0.031854301
8690,0.058297715,0.058463991,0.059860454,0.028269205,0.024996818,0.033982945
8700,0.058303711,0.05879589,0.060720026,0.028232625,0.022334728,0.030768189
8710,0.058309695,0.058323546,0.0610747,0.028196065,0.021344001,0.027809452
8720,0.058315665,0.05757727,0.061029826,0.028159525,0.021504534,0.029967201
8730,0.058321623,0.057296715,0.060784656,0.028123005,0.024004746,0.03102982
8740,0.058327568,0.057777887,0.060104647,0.028086505,0.026540333,0.032259828
8750,0.0583335,0.058525458,0.060073391,0.028050026,0.025351855,0.034320015
8760,0.058339419,0.058866804,0.061029541,0.028013567,0.023478137,0.031845448
8770,0.058345326,0.058477258,0.061428929,0.027977129,0.021581876,0.028429461
8780,0.05835122,0.057715317,0.061185325,0.027940712,0.020919051,0.029095634
8790,0.058357101,0.057453588,0.060749296,0.027904316,0.0239368,0.030247133
8800,0.058362969,0.057949701,0.060211255,0.027867941,0.026517316,0.032289726
8810,0.058368825,0.058615681,0.060415321,0.027831588,0.025560044,0.034424766
8820,0.058374668,0.058976805,0.061314982,0.027795256,0.024532714,0.033053895
8830,0.058380498,0.058654509,0.061690597,0.027758946,0.021898829,0.030326986
8840,0.058386315,0.057901773,0.061355748,0.027722657,0.020342883,0.029313766
8850,0.058392119,0.057658153,0.060650643,0.027686391,0.023636982,0.029284856
8860,0.058397911,0.058132784,0.060349843,0.027650147,0.026112433,0.032061254
8870,0.058403689,0.058694476,0.06099357,0.027613925,0.025426742,0.035249402
8880,0.058409455,0.059068179,0.06156228,0.027577726,0.025325915,0.033655304
8890,0.058415209,0.058809359,0.061804844,0.027541549,0.022415863,0.032024066
8900,0.058420949,0.058063283,0.061500238,0.027505395,0.020132085,0.030654752
8910,0.058426677,0.057833333,0.060600107,0.027469264,0.023356504,0.028686997
8920,0.058432392,0.05826456,0.060533794,0.027433156,0.025403374,0.031812479
8930,0.058438094,0.058729638,0.06146961,0.027397071,0.024908329,0.035828075
8940,0.058443783,0.059144398,0.061829947,0.02736101,0.025665736,0.033825729
8950,0.058449459,0.058936559,0.061942934,0.027324973,0.022687308,0.033437805
8960,0.058455123,0.058223464,0.061584598,0.027288959,0.019938458,0.032852889
8970,0.058460774,0.05802125,0.060658593,0.027252969,0.022910379,0.029267532
8980,0.058466412,0.058380912,0.06069476,0.027217003,0.024404368,0.031554712
8990,0.058472037,0.058785939,0.061751278,0.027181062,0.024220954,0.035409015
9000,0.058477649,0.059234647,0.062087601,0.027145145,0.025826064,0.033420299
9010,0.058483249,0.059066316,0.062013798,0.027109253,0.022915099,0.034397659
9020,0.058488836,0.05838155,0.061648474,0.027073385,0.020059651,0.035194514
9030,0.05849441,0.058171003,0.06075979,0.027037543,0.022476441,0.031227754
9040,0.058499971,0.058413797,0.060787436,0.027001725,0.02305002,0.032038165
9050,0.058505519,0.058754079,0.061919178,0.026965933,0.023178228,0.034562238
9060,0.058511055,0.059264206,0.062230009,0.026930167,0.025486352,0.032558921
9070,0.058516578,0.059146797,0.061992531,0.026894426,0.022842307,0.0346151
9080,0.058522088,0.058498035,0.061653781,0.02685871,0.020336273,0.036653177
9090,0.058527585,0.058297789,0.060812717,0.026823021,0.022207847,0.033296052
9100,0.058533069,0.058396761,0.060903623,0.026787358,0.021623247,0.033122913
9110,0.058538541,0.058717682,0.061990902,0.026751722,0.022013967,0.033804236
9120,0.058544,0.059297012,0.062241799,0.026716112,0.024932337,0.031626727
9130,0.058549446,0.059210005,0.061906426,0.026680529,0.022448343,0.03445508
9140,0.058554879,0.058624867,0.061485516,0.026644972,0.020527061,0.037145257
9150,0.058560299,0.058374821,0.060833496,0.026609443,0.021932481,0.034718012
9160,0.058565706,0.058299079,0.061120824,0.026573941,0.020095182,0.034410389
9170,0.058571101,0.05859989,0.061977353,0.026538466,0.020846862,0.033440996
9180,0.058576483,0.059236719,0.0622076,0.026503019,0.024299784,0.030791689
9190,0.058581852,0.059213284,0.061758177,0.0264676,0.021976026,0.033763969
9200,0.058587208,0.058691132,0.061101167,0.026432208,0.020806023,0.03614483
9210,0.058592552,0.05841345,0.060837535,0.026396845,0.021865074,0.035123009
9220,0.058597882,0.058174321,0.061364131,0.026361511,0.01866222,0.035861831
9230,0.0586032,0.058467848,0.061927482,0.026326204,0.019539439,0.033758508
9240,0.058608505,0.059179727,0.062081516,0.026290927,0.023323678,0.030780204
9250,0.058613797,0.059196391,0.061558174,0.026255678,0.021163643,0.032970866
9260,0.058619076,0.058723903,0.060742803,0.026220459,0.020917544,0.033797761
9270,0.058624343,0.05839123,0.060819426,0.026185269,0.02202897,0.034425015
9280,0.058629596,0.057991367,0.061526163,0.026150108,0.017711896,0.036774749
9290,0.058634837,0.058259257,0.061823057,0.026114977,0.018629303,0.033922421
9300,0.058640065,0.05906748,0.06169998,0.026079876,0.022407212,0.031089535
9310,0.05864528,0.059161719,0.061336981,0.026044805,0.020331503,0.032615092
9320,0.058650483,0.058747695,0.060627241,0.026009764,0.020871954,0.031775021
9330,0.058655672,0.058392602,0.060786741,0.025974753,0.022060807,0.033112091
9340,0.058660849,0.057819029,0.061571618,0.025939773,0.017110553,0.036385536
9350,0.058666013,0.058059364,0.061659225,0.025904824,0.017969104,0.033641057
9360,0.058671164,0.05893883,0.061353594,0.025869906,0.02155639,0.031754962
9370,0.058676302,0.0590809,0.061059555,0.02583502,0.019553867,0.033016229
9380,0.058681427,0.058737462,0.060518684,0.025800164,0.020863161,0.030242572
9390,0.05868654,0.058361544,0.060777035,0.02576534,0.022198495,0.031122749
9400,0.058691639,0.057702721,0.061479287,0.025730548,0.017205464,0.03474896
9410,0.058696726,0.057886419,0.061510324,0.025695788,0.017870861,0.032698798
9420,0.0587018,0.05885994,0.061100165,0.025661061,0.020687025,0.032343981
9430,0.058706862,0.059052584,0.060766092,0.025626365,0.01871046,0.034123798
9440,0.05871191,0.058728347,0.060494838,0.025591703,0.020686305,0.029611249
9450,0.058716945,0.058367246,0.060786666,0.025557073,0.022225186,0.02919394
9460,0.058721968,0.05759839,0.061343646,0.025522476,0.017774502,0.032430801
9470,0.058726978,0.057753499,0.061408522,0.025487912,0.018381309,0.031109185
9480,0.058731975,0.058806647,0.060869955,0.025453382,0.020126448,0.032193952
9490,0.058736959,0.059055168,0.060565112,0.025418885,0.018143817,0.0347011
9500,0.05874193,0.058778833,0.060569179,0.025384423,0.020631615,0.02982334
9510,0.058746889,0.058411038,0.06083969,0.025349994,0.022195904,0.027961095
9520,0.058751834,0.057581688,0.061277069,0.025315599,0.018645924,0.030036401
9530,0.058756767,0.057675332,0.061293533,0.025281239,0.019322053,0.029478432
9540,0.058761687,0.058781261,0.060678677,0.025246914,0.019711091,0.03163495
9550,0.058766594,0.059069248,0.060426312,0.025212624,0.017628149,0.034366634
9560,0.058771489,0.058854022,0.060671781,0.025178368,0.02047657,0.030390923
9570,0.05877637,0.058506994,0.061054643,0.025144148,0.02209725,0.027689875
9580,0.058781239,0.057654998,0.061263327,0.025109964,0.019702368,0.027889022
9590,0.058786094,0.057674886,0.061132195,0.025075815,0.020731002,0.027754791
9600,0.058790937,0.058805393,0.060566927,0.025041702,0.019715969,0.030647136
9610,0.058795767,0.059112117,0.060265539,0.025007626,0.017364683,0.032955506
9620,0.058800584,0.05893452,0.060805551,0.024973586,0.020273377,0.03078703
9630,0.058805389,0.058633365,0.061347238,0.024939582,0.021778373,0.028780373
9640,0.05881018,0.057767537,0.061266228,0.024905615,0.020500569,0.026966275
9650,0.058814959,0.057768943,0.060967336,0.024871685,0.021992249,0.026238462
9660,0.058819725,0.05885288,0.060496329,0.024837793,0.019924706,0.029443636
9670,0.058824477,0.059172252,0.060395269,0.024803938,0.017347474,0.031406435
9680,0.058829218,0.059041142,0.060999124,0.024770121,0.020162703,0.030473192
9690,0.058833945,0.058761651,0.061466976,0.024736341,0.021505317,0.029894984
9700,0.058838659,0.057924909,0.061320706,0.0247026,0.021226553,0.027246081
9710,0.058843361,0.057904968,0.060768154,0.024668898,0.02310881,0.025135687
9720,0.058848049,0.058912874,0.060484278,0.024635233,0.0202438,0.028524051
9730,0.058852725,0.059252196,0.060852659,0.024601608,0.017315434,0.030861138
9740,0.058857388,0.059162816,0.061245479,0.024568022,0.019733866,0.029847312
9750,0.058862038,0.058905554,0.061631437,0.024534475,0.020936276,0.030313
9760,0.058866675,0.058113347,0.061427867,0.024500967,0.021638545,0.028254621
9770,0.0588713,0.058060996,0.060669637,0.0244675,0.023942141,0.025281611
9780,0.058875911,0.058991636,0.060561823,0.024434072,0.020773011,0.027991154
9790,0.05888051,0.059333424,0.061219674,0.024400685,0.017593917,0.030203337
9800,0.058885096,0.059294876,0.061549818,0.024367338,0.019285966,0.0288891
9810,0.058889669,0.059048506,0.061824914,0.024334031,0.020194173,0.030326315
9820,0.058894229,0.058313632,0.06156029,0.024300766,0.021657226,0.029711797
9830,0.058898776,0.058230935,0.060752891,0.024267542,0.024149938,0.026942631
9840,0.05890331,0.059045363,0.0606495,0.024234359,0.021031058,0.028598944
9850,0.058907832,0.059425057,0.061517851,0.024201217,0.01789826,0.02950965
9860,0.05891234,0.059433933,0.0618817,0.024168118,0.018791013,0.027749754
9870,0.058916836,0.05918079,0.06194762,0.024135061,0.019401015,0.030027623
9880,0.058921319,0.058513519,0.061703486,0.024102046,0.021525394,0.030855192
9890,0.058925789,0.058367077,0.060872681,0.024069074,0.024019573,0.028935228
9900,0.058930246,0.059076948,0.060772983,0.024036144,0.021192175,0.03003982
9910,0.05893469,0.05951923,0.06182849,0.024003258,0.01830242,0.029385121
9920,0.058939122,0.05955261,0.062150519,0.023970415,0.018119164,0.027022957
9930,0.05894354,0.059315007,0.062058577,0.023937615,0.018275932,0.029697468
9940,0.058947946,0.058689833,0.061786426,0.02390486,0.020972251,0.031589812
9950,0.058952339,0.058454487,0.060971257,0.023872148,0.023449436,0.030612059
9960,0.058956719,0.059069572,0.06102881,0.023839481,0.021154545,0.03151832
9970,0.058961086,0.059569923,0.06209639,0.023806858,0.018875915,0.030012997
9980,0.05896544,0.059644313,0.062427411,0.02377428,0.017671233,0.026828684
9990,0.058969781,0.059417355,0.062183856,0.023741747,0.017235986,0.029232066
10000,0.05897411,0.058824747,0.061686328,0.02370926,0.020243163,0.031563405
10010,0.058978425,0.058484831,0.061104755,0.023676817,0.02247301,0.031629992
10020,0.058982728,0.059002502,0.061392226,0.023644421,0.020725409,0.032927564
10030,0.058987018,0.059571578,0.062308567,0.023612071,0.01929022,0.031345163
10040,0.058991295,0.059681499,0.062697243,0.023579767,0.01729474,0.02795358
10050,0.058995559,0.059470271,0.062247718,0.02354751,0.016221395,0.02912559
10060,0.05899981,0.058909532,0.061458889,0.0235153,0.019381246,0.030315295
10070,0.059004049,0.058457659,0.061222242,0.023483136,0.021323405,0.031675075
10080,0.059008274,0.058902068,0.061876578,0.023451021,0.020214774,0.034499348
10090,0.059012487,0.059504186,0.062464622,0.023418952,0.019774294,0.032289681
10100,0.059016686,0.059654932,0.062621279,0.023386932,0.017180768,0.029578532
10110,0.059020873,0.059490285,0.062247468,0.02335496,0.015284404,0.029899698
10120,0.059025047,0.05894604,0.061297833,0.023323036,0.018277729,0.028917108
10130,0.059029208,0.058401877,0.06127004,0.02329116,0.019853253,0.031155041
10140,0.059033356,0.058753156,0.062216855,0.023259334,0.019449944,0.035098957
10150,0.059037492,0.059378884,0.062495677,0.023227557,0.020079503,0.032528095
10160,0.059041614,0.059586437,0.062472566,0.02319583,0.017260307,0.030983364
10170,0.059045724,0.059462553,0.062128822,0.023164152,0.014754312,0.031462067
10180,0.05904982,0.058966332,0.061154674,0.023132524,0.017313916,0.02821221
10190,0.059053904,0.058330347,0.06130355,0.023100946,0.018386503,0.029976374
10200,0.059057975,0.058560267,0.062264947,0.023069419,0.018633294,0.034267849
10210,0.059062033,0.059245586,0.062464964,0.023037943,0.020205382,0.031933563
10220,0.059066078,0.05949752,0.062298884,0.023006518,0.017272026,0.031966877
10230,0.05907011,0.059423719,0.06190783,0.022975144,0.014467571,0.033453435
10240,0.05907413,0.058970526,0.061120548,0.022943822,0.016349035,0.028619752
10250,0.059078136,0.058227481,0.061288064,0.022912552,0.016871229,0.028764795
10260,0.05908213,0.058379597,0.062182825,0.022881334,0.01784172,0.032184762
10270,0.059086111,0.059145241,0.062408528,0.022850168,0.02033735,0.030392865
10280,0.059090078,0.059433889,0.062039093,0.022819055,0.017508081,0.031989922
10290,0.059094033,0.05937345,0.061693746,0.022787996,0.014829666,0.034540099
10300,0.059097975,0.05894034,0.061108364,0.022756989,0.015692683,0.029727009
10310,0.059101904,0.058128651,0.06129672,0.022726036,0.01531956,0.028327918
10320,0.059105821,0.058247472,0.062091501,0.022695137,0.016950518,0.029922147
10330,0.059109724,0.059080319,0.062231509,0.022664292,0.020238262,0.028636349
10340,0.059113615,0.059365935,0.061776628,0.022633502,0.017624894,0.031293329
10350,0.059117492,0.059310547,0.061375844,0.022602766,0.015511473,0.034191457
10360,0.059121357,0.05895686,0.061069512,0.022572086,0.015516863,0.030454302
10370,0.059125209,0.058064787,0.061463037,0.02254146,0.014158867,0.028689944
10380,0.059129048,0.058131559,0.06194365,0.02251089,0.016423159,0.02811555
10390,0.059132874,0.059011445,0.061998799,0.022480376,0.020182255,0.026839741
10400,0.059136687,0.059315591,0.061492813,0.022449919,0.01769786,0.030080388
10410,0.059140487,0.05932886,0.060905174,0.022419517,0.016287713,0.032295785
10420,0.059144274,0.05898297,0.061074918,0.022389173,0.01563518,0.030483988
10430,0.059148049,0.058006753,0.061625997,0.022358885,0.01325643,0.029868134
10440,0.05915181,0.058055383,0.061821374,0.022328655,0.016015076,0.027390804
10450,0.059155559,0.059004679,0.061715337,0.022298483,0.020072464,0.025441069
10460,0.059159295,0.05930978,0.061224395,0.022268368,0.017878497,0.028579994
10470,0.059163018,0.059353587,0.060775257,0.022238312,0.017304213,0.029860973
10480,0.059166728,0.058993641,0.061107541,0.022208314,0.016240358,0.029554008
10490,0.059170425,0.058032836,0.061709928,0.022178375,0.012937228,0.030358328
10500,0.059174109,0.058058385,0.061743429,0.022148495,0.015828502,0.027450608
10510,0.05917778,0.059007714,0.061327771,0.022118674,0.019812046,0.024739554
10520,0.059181438,0.0593058,0.061058328,0.022088914,0.01779416,0.027552471
10530,0.059185084,0.059419427,0.060947632,0.022059213,0.018020352,0.028432817
10540,0.059188717,0.059100579,0.061248284,0.022029572,0.016955844,0.028061014
10550,0.059192336,0.058087659,0.061795892,0.021999993,0.013296735,0.029822094
10560,0.059195943,0.058093899,0.061694644,0.021970474,0.016033562,0.02766003
10570,0.059199537,0.059049264,0.061145335,0.021941016,0.01950204,0.025168406
10580,0.059203118,0.059379194,0.060913851,0.02191162,0.017712271,0.027310256
10590,0.059206686,0.059519283,0.061125932,0.021882286,0.018673623,0.027118801
10600,0.059210241,0.059200596,0.061465737,0.021853014,0.017655283,0.026352787
10610,0.059213783,0.058251833,0.061837582,0.021823804,0.013912108,0.028798905
10620,0.059217313,0.058221436,0.06173327,0.021794658,0.016312918,0.027947269
10630,0.059220829,0.059102073,0.061063272,0.021765574,0.019033819,0.026506306
10640,0.059224333,0.059434568,0.060836439,0.021736554,0.017487086,0.028171541
10650,0.059227823,0.059657319,0.061343423,0.021707597,0.019101753,0.026353655
10660,0.059231301,0.059373427,0.061677897,0.021678705,0.018279631,0.024666683
10670,0.059234766,0.058446032,0.061915837,0.021649877,0.014996013,0.027359819
10680,0.059238218,0.058365462,0.061770141,0.021621113,0.016942862,0.027962857
10690,0.059241657,0.05918331,0.061047107,0.021592415,0.018420668,0.027632044
10700,0.059245083,0.059531822,0.060888518,0.021563782,0.017052722,0.029425124
10710,0.059248496,0.059761268,0.06161646,0.021535214,0.019215803,0.026774522
10720,0.059251897,0.059543498,0.061974725,0.021506713,0.018535219,0.023810986
10730,0.059255284,0.058684666,0.062019617,0.021478277,0.01591018,0.026195065
10740,0.059258658,0.058540056,0.061801191,0.021449909,0.01768724,0.027756817
10750,0.05926202,0.059228352,0.061103366,0.021421607,0.017827636,0.028312958
10760,0.059265369,0.059588354,0.061055549,0.021393372,0.016553893,0.02997186
10770,0.059268704,0.059895966,0.061959632,0.021365206,0.019213094,0.027818053
10780,0.059272027,0.059689116,0.06237285,0.021337106,0.018674342,0.024381305
10790,0.059275337,0.058893541,0.062196589,0.021309076,0.016790901,0.025490121
10800,0.059278634,0.058718103,0.061725452,0.021281113,0.018427456,0.027164446
10810,0.059281918,0.059241965,0.061189752,0.02125322,0.017038897,0.028702291
10820,0.05928519,0.05959791,0.061440914,0.021225396,0.015835292,0.03074811
10830,0.059288448,0.059953344,0.062255353,0.021197641,0.018812661,0.029164254
10840,0.059291693,0.059837471,0.062660874,0.021169956,0.018469688,0.026248826
10850,0.059294926,0.059080831,0.062337036,0.021142341,0.017460382,0.025852844
10860,0.059298145,0.058831199,0.06156368,0.021114797,0.019256879,0.025828299
10870,0.059301352,0.05924022,0.061326475,0.021087324,0.016463717,0.028432768
10880,0.059304546,0.059563444,0.062008053,0.021059922,0.01507458,0.032161993
10890,0.059307727,0.05996218,0.062514819,0.021032591,0.018207154,0.02994764
10900,0.059310894,0.059926878,0.062729721,0.021005333,0.017872194,0.028171217
10910,0.059314049,0.059232076,0.062396877,0.020978146,0.017616238,0.027741834
10920,0.059317191,0.058952907,0.061464506,0.020951032,0.019718563,0.025291489
10930,0.059320321,0.059167115,0.061418341,0.020923991,0.015897577,0.02792742
10940,0.059323437,0.059492291,0.062399529,0.020897023,0.014260613,0.032330439
10950,0.05932654,0.05996831,0.062715417,0.020870129,0.017465505,0.029935072
10960,0.059329631,0.059956634,0.062770608,0.020843308,0.017194916,0.029554261
10970,0.059332708,0.059346654,0.062432508,0.020816562,0.017648063,0.030171625
10980,0.059335773,0.059038173,0.061429625,0.02078989,0.019961836,0.02613858
10990,0.059338824,0.059066811,0.061518788,0.020763293,0.015446504,0.027347833
11000,0.059341863,0.059380724,0.062566979,0.020736772,0.013466463,0.031325969
11010,0.059344889,0.059937267,0.062850453,0.020710326,0.016342741,0.029239391
11020,0.059347902,0.059982235,0.062745892,0.020683956,0.016118793,0.030376592
11030,0.059350902,0.059402562,0.062366385,0.020657662,0.017313999,0.032358902
11040,0.059353889,0.059086869,0.061489388,0.020631445,0.019926531,0.02791026
11050,0.059356863,0.058960763,0.061573611,0.020605305,0.015267668,0.027407754
11060,0.059359824,0.059216697,0.062597913,0.020579242,0.013117306,0.029542904
11070,0.059362772,0.059879305,0.062883748,0.020553257,0.015261984,0.027813181
11080,0.059365708,0.059978692,0.062559888,0.02052735,0.014877864,0.030283362
11090,0.05936863,0.059421045,0.062193654,0.020501521,0.016699343,0.033105817
11100,0.05937154,0.059091229,0.061475306,0.020475771,0.019478682,0.029535617
11110,0.059374436,0.058816466,0.061690428,0.0204501,0.015011386,0.028360385
11120,0.05937732,0.059052958,0.062559734,0.020424508,0.013003259,0.028215171
11130,0.059380191,0.059789403,0.062748917,0.020398997,0.014283962,0.026412062
11140,0.059383048,0.059923639,0.062325396,0.020373565,0.013674002,0.029468409
11150,0.059385893,0.059406905,0.061725919,0.020348214,0.016098317,0.032023201
11160,0.059388725,0.059032427,0.061426067,0.020322943,0.018951065,0.029923309
11170,0.059391544,0.058651968,0.061929043,0.020297754,0.014955549,0.02955434
11180,0.05939435,0.058887236,0.062423773,0.020272647,0.013349033,0.027591719
11190,0.059397144,0.059682612,0.062564999,0.020247621,0.013502805,0.025334837
11200,0.059399924,0.059855535,0.062051957,0.020222677,0.012349723,0.028332491
11210,0.059402691,0.059366484,0.061275156,0.020197816,0.015243391,0.029558161
11220,0.059405446,0.058943524,0.061405149,0.020173038,0.018154016,0.029333397
11230,0.059408187,0.058482447,0.062074065,0.020148344,0.014937563,0.03052199
11240,0.059410916,0.058734149,0.062300734,0.020123733,0.014022278,0.027510704
11250,0.059413631,0.059588923,0.062138253,0.020099206,0.013252079,0.024685333
11260,0.059416334,0.059793216,0.061793593,0.020074763,0.011376241,0.027151689
11270,0.059419024,0.059340491,0.061222312,0.020050405,0.014458304,0.027373262
11280,0.059421701,0.058850744,0.061430773,0.020026132,0.017254711,0.027671742
11290,0.059424364,0.058350624,0.062130188,0.020001945,0.014924708,0.030006551
11300,0.059427015,0.058630214,0.062157241,0.019977844,0.014754703,0.027482615
11310,0.059429653,0.05950523,0.061799201,0.019953828,0.013316835,0.025177687
11320,0.059432279,0.05976866,0.061488621,0.0199299,0.010753729,0.027131961
11330,0.059434891,0.059345665,0.061228018,0.019906058,0.013741244,0.025793533
11340,0.05943749,0.058787068,0.061512684,0.019882303,0.016391636,0.025536229
11350,0.059440076,0.058288758,0.062063442,0.019858636,0.015098023,0.0284093
11360,0.05944265,0.058574776,0.062075462,0.019835057,0.015662212,0.026979341
11370,0.05944521,0.05947582,0.061548981,0.019811567,0.013912164,0.025974082
11380,0.059447758,0.059798135,0.061256185,0.019788165,0.01073862,0.027881006
11390,0.059450292,0.059383397,0.061315026,0.019764852,0.01306742,0.024954304
11400,0.059452814,0.058779394,0.061616905,0.019741628,0.015373751,0.023553428
11410,0.059455323,0.058288735,0.062053986,0.019718495,0.015166697,0.026456507
11420,0.059457818,0.058586424,0.0620086,0.019695451,0.016407995,0.026433136
11430,0.059460301,0.059485002,0.061414608,0.019672499,0.014696734,0.02658311
11440,0.059462771,0.059857721,0.061157049,0.019649637,0.011405877,0.028745163
11450,0.059465228,0.05947465,0.06151804,0.019626866,0.012744372,0.02515964
11460,0.059467672,0.058815239,0.061872159,0.019604187,0.014596343,0.022222708
11470,0.059470103,0.058348641,0.062082032,0.0195816,0.01539636,0.02451529
11480,0.059472522,0.058650921,0.061984787,0.019559105,0.017141938,0.025681426
11490,0.059474927,0.05949314,0.061329966,0.019536703,0.015444158,0.026879544
11500,0.059477319,0.059931654,0.061146075,0.019514394,0.012345413,0.028886148
11510,0.059479699,0.059586784,0.061816615,0.019492178,0.01253382,0.02631438
11520,0.059482065,0.05889524,0.062243338,0.019470057,0.013833774,0.022929367
11530,0.059484418,0.058471468,0.062208929,0.019448029,0.015586251,0.02342979
11540,0.059486759,0.058754357,0.061859663,0.019426096,0.017853013,0.024741097
11550,0.059489087,0.059521038,0.061315122,0.019404258,0.016238459,0.026755157
11560,0.059491401,0.059992108,0.061331662,0.019382515,0.013631862,0.028876456
11570,0.059493703,0.059693954,0.062080178,0.019360868,0.012674627,0.027353189
11580,0.059495992,0.05902739,0.062553759,0.019339317,0.013059052,0.024813279
11590,0.059498268,0.058639034,0.062314473,0.019317862,0.015557696,0.023854674
11600,0.059500531,0.058887765,0.061687777,0.019296504,0.018208099,0.02348733
11610,0.059502781,0.059567306,0.06138019,0.019275243,0.016642867,0.026487315
11620,0.059505018,0.060052267,0.061906628,0.01925408,0.014781812,0.030079561
11630,0.059507242,0.059809912,0.062397657,0.019233014,0.013102455,0.02800252
11640,0.059509453,0.059185457,0.062706895,0.019212047,0.012510436,0.026567377
11650,0.059511651,0.058817888,0.06244955,0.019191178,0.015630318,0.025707264
11660,0.059513837,0.059035006,0.06156089,0.019170408,0.018407096,0.023124228
11670,0.059516009,0.059623465,0.06148975,0.019149737,0.016845069,0.025881084
11680,0.059518168,0.060110155,0.062373928,0.019129166,0.015729596,0.030196056
11690,0.059520315,0.059946105,0.06270551,0.019108695,0.01347933,0.027991014
11700,0.059522448,0.059346815,0.062873121,0.019088324,0.011935075,0.02795233
11710,0.059524569,0.058995716,0.062546207,0.019068055,0.015427294,0.028500543
11720,0.059526676,0.059188898,0.061613088,0.019047886,0.018266169,0.024602535
11730,0.059528771,0.059643795,0.06157568,0.019027819,0.016883703,0.025696105
11740,0.059530853,0.060165158,0.062618156,0.019007853,0.016537615,0.029220177
11750,0.059532922,0.060078966,0.06297653,0.01898799,0.014052808,0.027189947
11760,0.059534978,0.059477583,0.062891,0.018968229,0.011678905,0.028610631
11770,0.05953702,0.059178213,0.062590774,0.018948571,0.01509419,0.030572811
11780,0.05953905,0.059270027,0.061663462,0.018929017,0.017767099,0.026807386
11790,0.059541067,0.059634855,0.06167114,0.018909566,0.016501373,0.026424078
11800,0.059543072,0.060208597,0.062758434,0.018890219,0.016952301,0.027955564
11810,0.059545063,0.060132989,0.063054346,0.018870977,0.014513311,0.02611024
11820,0.059547041,0.059598678,0.062835785,0.018851839,0.011647874,0.028665478
11830,0.059549006,0.059299147,0.06242377,0.018832806,0.014869615,0.031428745
11840,0.059550958,0.059262203,0.061681944,0.018813879,0.017121334,0.028390179
11850,0.059552898,0.059593215,0.061884201,0.018795057,0.016027903,0.027654737
